"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.361411417E0,1.897281146E0,-1.976771119E0,-2.018232264E-2,2.740019549E0
1.371435417E0,2.038349901E0,-2.026925027E0,-1.210712779E-1,2.877143312E0
1.381460417E0,2.442628146E0,-2.509348969E0,-1.693037903E-1,3.505984638E0
1.391485417E0,2.469114279E0,-2.499275971E0,-1.404150367E-1,3.516052059E0
1.401509417E0,2.085526991E0,-1.720146765E0,-1.432521057E-1,2.707184680E0
1.411534417E0,1.489928436E0,-7.388050532E-1,-1.905198276E-1,1.673922774E0
1.421558417E0,9.567483222E-1,1.656223834E-1,-2.144649066E-2,9.712147435E-1
1.431583417E0,5.960218942E-1,5.840292549E-1,4.605617881E-2,8.357352694E-1
1.441607417E0,2.185350072E-1,7.802372539E-1,3.938684464E-2,8.112207131E-1
1.451632417E0,-2.013330835E-1,9.634626800E-1,3.365399321E-1,1.040218473E0
1.461656417E0,-2.511852747E-1,7.654379511E-1,6.236137354E-1,1.018765621E0
1.471681417E0,6.714825511E-2,-2.524640608E-1,3.380743146E-1,4.272484433E-1
1.481706417E0,5.251203114E-1,-1.621310109E0,5.266048463E-1,1.783734979E0
1.491730417E0,1.486236504E0,-2.353024828E0,6.514243356E-1,2.858317416E0
1.501755417E0,1.651720893E0,-2.305317396E0,6.002201220E-1,2.898781537E0
1.511779417E0,1.442110491E0,-1.388784469E0,8.521813222E-1,2.175917732E0
1.521804417E0,1.025154313E0,-2.215064453E0,-1.933900796E-2,2.440865808E0
1.531828417E0,3.720232487E-1,-2.542011516E0,4.465634807E-1,2.607612469E0
1.541853417E0,2.814183033E-1,-1.992743374E0,1.369903225E0,2.434513762E0
1.551877417E0,-3.131944120E-1,-1.557118791E0,1.227917626E0,2.007608369E0
1.561902417E0,-4.546180934E-1,-5.479098344E-1,1.179818357E0,1.377989170E0
1.571927417E0,-8.912577528E-1,4.160375798E-1,1.018885514E0,1.416176309E0
1.581951417E0,-1.518531845E0,1.050920654E0,7.492703267E-1,1.992932314E0
1.591976417E0,-1.622362608E0,1.415155411E0,6.273839470E-1,2.242395123E0
1.602000417E0,-1.675051868E0,1.658011327E0,4.348936808E-1,2.396650337E0
1.612025417E0,-1.815612500E0,1.953895642E0,3.043627044E-1,2.684547185E0
1.622049417E0,-2.175441381E0,2.294109453E0,2.533750570E-1,3.171700223E0
1.632074417E0,-2.472803287E0,2.625575829E0,2.162018951E-1,3.613190805E0
1.642098417E0,-2.559290038E0,2.915619360E0,9.808821201E-2,3.880776089E0
1.652123417E0,-2.641801268E0,3.089872819E0,-4.143337011E-3,4.065273071E0
1.662147417E0,-2.568291242E0,3.160306624E0,-2.219961204E-2,4.072364262E0
1.672172417E0,-2.401535668E0,3.141449354E0,-1.239341477E-1,3.956189743E0
1.682197417E0,-2.309585863E0,3.013910471E0,-2.244078775E-1,3.803708990E0
1.692221417E0,-2.174102368E0,2.902999899E0,-3.605488189E-1,3.644739356E0
1.702246417E0,-1.983425835E0,2.750065974E0,-5.637112038E-1,3.437238896E0
1.712270417E0,-1.788953875E0,2.577124046E0,-6.378294861E-1,3.201367016E0
1.722295417E0,-1.582355958E0,2.365455424E0,-5.157828927E-1,2.892276220E0
1.732319417E0,-1.391502839E0,2.108825222E0,-3.828768504E-1,2.555390117E0
1.742344417E0,-1.288902331E0,1.900436304E0,-3.766447417E-1,2.326969837E0
1.752368417E0,-1.128773407E0,1.828568176E0,-4.084315217E-1,2.187374519E0
1.762393417E0,-9.979010260E-1,1.842870466E0,-3.335180911E-1,2.122077361E0
1.772418417E0,-7.563186336E-1,1.776954219E0,-1.944349770E-1,1.940976335E0
1.782442417E0,-3.364411873E-1,1.627284794E0,-1.774208951E-1,1.671145310E0
1.792467416E0,2.158078659E-1,1.298143271E0,-2.827747111E-1,1.345997966E0
1.802491417E0,7.375502408E-1,9.865591818E-1,-4.662324178E-1,1.317061898E0
1.812516417E0,1.352683759E0,7.620506591E-1,-4.992284019E-1,1.630859760E0
1.822540417E0,2.129729018E0,3.878528309E-1,-6.463512182E-1,2.259191317E0
1.832565417E0,2.697666736E0,-2.477231383E-2,-7.833631754E-1,2.809212941E0
1.842589417E0,2.978328409E0,-3.614421272E-1,-6.924808527E-1,3.079059963E0
1.852614417E0,3.270026118E0,-7.871656197E-1,-5.957165234E-1,3.415783761E0
1.862639417E0,3.571443068E0,-1.189961595E0,-4.805754916E-1,3.795018707E0
1.872663417E0,3.816781127E0,-1.560955149E0,-3.773792251E-1,4.140871192E0
1.882688417E0,4.022055818E0,-2.029559197E0,-3.305549414E-1,4.517223717E0
1.892712417E0,4.247412187E0,-2.571649298E0,-3.035359081E-1,4.974537612E0
1.902737417E0,4.472806563E0,-3.023508090E0,-1.962139924E-1,5.402416094E0
1.912761417E0,4.065031099E0,-2.977771754E0,-1.410582304E-2,5.039027826E0
1.922786417E0,3.265353023E0,-2.558677835E0,1.972488765E-1,4.153103628E0
1.932810417E0,2.711367931E0,-2.301762289E0,3.829527180E-1,3.577188628E0
1.942835417E0,2.313357317E0,-2.129336085E0,5.001883686E-1,3.183690099E0
1.952859417E0,1.754367594E0,-1.540344883E0,6.507904243E-1,2.423632850E0
1.962884417E0,1.182044465E0,-8.009176862E-1,7.822017722E-1,1.628047257E0
1.972909417E0,8.093745142E-1,-5.540640289E-1,7.921083442E-1,1.260757582E0
1.982933416E0,8.900643361E-1,-9.645678037E-1,7.475852323E-1,1.510459946E0
1.992958417E0,1.294933149E0,-1.667751619E0,7.110131641E-1,2.227955799E0
2.002982417E0,1.650539171E0,-2.339118395E0,5.009624668E-1,2.906323763E0
2.013007417E0,1.948512111E0,-2.992497382E0,1.735756930E-1,3.575173919E0
2.023031417E0,2.194682813E0,-3.408484091E0,1.485317029E-2,4.053963131E0
2.033056417E0,2.186678560E0,-3.465318443E0,-2.323449612E-2,4.097625517E0
2.043080417E0,1.793638664E0,-3.098196915E0,-2.029334664E-2,3.579996592E0
2.053105417E0,1.123844789E0,-2.530032910E0,9.312626481E-2,2.769975837E0
2.063130417E0,3.521918321E-1,-2.122943324E0,2.923972546E-1,2.171732856E0
2.073154417E0,-2.714756978E-1,-1.846378795E0,5.009697758E-1,1.932300294E0
2.083179417E0,-8.328955239E-1,-1.527207359E0,6.574960113E-1,1.859671551E0
2.093203417E0,-1.387296352E0,-1.110364618E0,7.923270301E-1,1.945580344E0
2.103228417E0,-1.814240159E0,-6.483924812E-1,8.621615691E-1,2.110735117E0
2.113252417E0,-2.115002221E0,-2.785788953E-1,7.777685595E-1,2.270630865E0
2.123277417E0,-2.334653462E0,-1.213297248E-3,7.441354481E-1,2.450376670E0
2.133301417E0,-2.524369297E0,2.685316247E-1,6.094366495E-1,2.610739859E0
2.143326417E0,-2.798420693E0,6.590928859E-1,4.131749292E-1,2.904526697E0
2.153351417E0,-3.270624288E0,1.172315868E0,3.075598888E-1,3.487965139E0
