"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.788791417E0;-1.602877931E0;1.019746224E0;-9.114391252E-2;1.901948274E0
1.798775417E0;-1.480140197E0;2.382927489E-1;9.203844881E-1;1.759177661E0
1.808759417E0;-1.097522963E0;2.859171510E-1;9.231607461E-1;1.462371715E0
1.818743417E0;-1.011645491E0;8.857642937E-1;5.401950181E-1;1.449074063E0
1.828727417E0;-8.501032948E-1;1.033143949E0;1.042256835E0;1.695983886E0
1.838711417E0;-8.960898918E-1;7.987366748E-1;1.513827760E0;1.932002033E0
1.848695417E0;-1.301170959E0;2.790402406E-1;1.359388762E0;1.902326766E0
1.858679417E0;-1.206295207E0;-3.629121172E-1;1.351080453E0;1.847233532E0
1.868663417E0;-8.100580537E-1;-9.714523154E-1;1.301329418E0;1.814764973E0
1.878647417E0;-7.502755362E-1;-1.297701221E0;1.054403256E0;1.832677840E0
1.888631417E0;-1.078400813E0;-1.340201123E0;6.166748446E-1;1.827395751E0
1.898615417E0;-1.897733136E0;-1.238495239E0;2.370687805E-2;2.266235541E0
1.908599417E0;-2.887829883E0;-6.851147497E-1;-6.123403037E-1;3.030495719E0
1.918583417E0;-3.571295718E0;3.347308767E-1;-9.710260534E-1;3.716058323E0
1.928567417E0;-2.732233136E0;7.171656775E-1;-2.767861390E-1;2.838315536E0
1.938551417E0;-1.207840626E0;6.583847880E-2;-7.489814012E-1;1.422739197E0
1.948535417E0;-4.630173263E-1;-2.129234344E-1;-1.990851361E0;2.055045151E0
1.958519417E0;2.361129069E-1;-2.476395231E-1;-1.854426464E0;1.885728546E0
1.968503417E0;6.187956297E-1;1.921488619E-1;-2.088581138E0;2.186778541E0
1.978487417E0;2.965707779E-1;8.969956255E-1;-1.510835740E0;1.781903480E0
1.988471417E0;4.057090580E-1;8.166730088E-1;-8.353073542E-1;1.236645875E0
1.998455417E0;5.560731322E-1;-6.588402861E-1;-3.554906850E-1;9.325564208E-1
2.008439417E0;9.125515580E-2;-1.391404021E0;-2.086046809E-1;1.409910837E0
2.018423417E0;2.721001804E-1;-1.629412596E0;-1.962571156E-1;1.663592730E0
2.028407417E0;7.547884172E-1;-1.589419979E0;3.230694821E-1;1.788948103E0
2.038391417E0;1.510567060E0;-1.632228615E0;2.168381453E-1;2.234502601E0
2.048375417E0;2.221168361E0;-1.520131059E0;-1.320008934E-3;2.691540278E0
2.058359417E0;2.575197973E0;-5.603059316E-1;-4.609497508E-1;2.675455477E0
2.068343417E0;3.384202943E0;7.267761612E-1;-1.250448702E0;3.680306388E0
2.078327417E0;4.319729674E0;8.466815042E-1;-1.340351543E0;4.601464580E0
2.088311417E0;3.752739205E0;1.465310488E0;-4.839648302E-1;4.057635805E0
2.098295417E0;3.033661780E0;2.185524319E0;8.840054512E-1;3.842015875E0
2.108279417E0;2.662377035E0;2.602023245E0;1.401267105E0;3.977728741E0
2.118263417E0;2.434178334E0;2.839024343E0;1.217377435E0;3.932847722E0
2.128247417E0;2.472415324E0;2.839278697E0;5.670809542E-1;3.807351030E0
2.138231417E0;2.336690924E0;1.550800290E0;5.617032699E-1;2.860177717E0
2.148215417E0;1.575760884E0;-2.311462820E-2;7.148285455E-1;1.730472912E0
2.158199417E0;1.170262325E0;-8.038985968E-1;7.932087171E-1;1.626329282E0
2.168183417E0;1.326282411E0;-7.752870011E-1;4.330882068E-1;1.596139205E0
2.178167417E0;1.138776823E0;-8.475018686E-1;1.338894709E-1;1.425832550E0
2.188151417E0;8.780529857E-1;-1.461672351E0;4.126713377E-1;1.754354793E0
2.198135417E0;6.674871486E-1;-2.139251794E0;9.288676286E-1;2.425846739E0
2.208119417E0;1.402597931E-1;-1.529131093E0;4.729064298E-1;1.606721880E0
2.218103417E0;-1.772972265E-1;-9.520652872E-1;-1.787552297E-1;9.847923892E-1
2.228087417E0;-5.517441460E-1;-1.245522423E0;-1.286580402E-1;1.368320357E0
2.238071417E0;-8.887490049E-1;-1.420802652E0;2.508326511E-1;1.694541823E0
2.248055417E0;-9.355004176E-1;-1.032452808E0;2.886904488E-1;1.422835903E0
2.258039417E0;-6.315434369E-1;-3.083271897E-1;4.369680902E-2;7.041464193E-1
2.268023417E0;-5.237330595E-1;2.616161227E-1;-1.329610062E-1;6.003481843E-1
2.278007417E0;-5.234985861E-1;2.124644279E-1;3.393571937E-1;6.590563009E-1
2.287991417E0;-1.062503988E0;-1.445484334E-1;8.731992120E-1;1.382854236E0
2.297975417E0;-1.656825512E0;-6.201866823E-1;1.059772754E0;2.062236792E0
2.307959417E0;-1.971891910E0;-8.128272951E-1;5.571519434E-1;2.204419244E0
2.317943417E0;-1.741042667E0;-5.660724556E-1;3.632056475E-1;1.866436695E0
2.327927417E0;-1.244799122E0;1.762877047E-2;3.078640902E-1;1.282425798E0
2.337911417E0;-1.038687109E0;5.408709562E-1;3.691020163E-1;1.227863429E0
2.347895417E0;-9.518544951E-1;3.411090195E-1;8.428129864E-1;1.316326735E0
2.357880417E0;-1.069727054E0;-3.164992583E-1;1.013507318E0;1.507210945E0
2.367864417E0;-1.062322432E0;-9.133292377E-1;8.900456981E-1;1.659783296E0
2.377848417E0;-6.869101372E-1;-8.702358431E-1;4.723627118E-1;1.205106838E0
2.387832417E0;4.550709602E-1;-2.901031727E-1;1.511629499E-2;5.398869622E-1
2.397816417E0;1.631680731E0;7.773469752E-1;1.711176697E-1;1.815470072E0
2.407800417E0;2.135338545E0;1.383738906E0;7.456860566E-1;2.651499907E0
2.417784417E0;2.479424382E0;1.145090647E0;4.987406711E-1;2.776242084E0
2.427768417E0;2.611141977E0;1.022405537E0;2.891168205E-1;2.819036013E0
2.437752417E0;2.763271033E0;1.556980796E0;1.825758004E-1;3.176978113E0
2.447736417E0;2.989735450E0;2.213191005E0;-3.215701099E-1;3.733649665E0
2.457720417E0;3.208281859E0;2.742293270E0;-7.609088440E-1;4.288615993E0
2.467704417E0;3.296641181E0;3.778282474E0;-8.739587653E-1;5.089898374E0
2.477688417E0;3.035229419E0;4.082699046E0;-1.013280226E0;5.187271532E0
2.487672417E0;2.218323691E0;4.898748742E0;-1.606763552E0;5.612520677E0
2.497656417E0;2.208228181E0;5.752890708E0;-1.551184452E0;6.354384030E0
2.507640417E0;1.811358359E0;6.580286341E0;-1.501082146E0;6.988163925E0
2.517624417E0;1.124674509E0;7.306897026E0;-1.809993911E0;7.611288646E0
2.527609417E0;8.145405293E-1;7.090329607E0;-1.780251317E0;7.355647148E0
2.537593417E0;1.402062911E-1;5.001971979E0;-4.160564370E-1;5.021203485E0
2.547577417E0;-7.950055665E-1;3.435059102E0;1.152801955E-1;3.527740694E0
2.557561417E0;-8.160391706E-1;2.589965116E0;-3.736840041E-1;2.741072594E0
2.567545417E0;-6.883283794E-1;2.296074117E0;-4.937108231E-1;2.447346050E0
2.577529417E0;-9.369367862E-1;2.226727894E0;-6.046708032E-2;2.416572764E0
2.587513417E0;-1.325980110E0;1.695435846E0;6.296296433E-1;2.242578750E0
2.597497417E0;-1.773276905E0;1.086736019E0;1.231618036E0;2.417103462E0
2.607481417E0;-2.156170127E0;6.943153435E-1;1.525892905E0;2.731207164E0
2.617465417E0;-2.386515926E0;3.746299374E-1;1.781627898E0;3.001666840E0
2.627449417E0;-2.545199418E0;5.877094924E-2;2.134528559E0;3.322304362E0
2.637433417E0;-2.773775264E0;-2.720902401E-1;2.193913904E0;3.546987529E0
2.647417417E0;-3.000081806E0;-5.478256345E-1;2.118319200E0;3.713203469E0
2.657402417E0;-3.151150469E0;-6.202036393E-1;1.918823750E0;3.741161106E0
2.667386417E0;-3.413543102E0;-6.912964261E-1;1.607348420E0;3.835848824E0
2.677370417E0;-3.620077284E0;-9.119919795E-1;1.453261131E0;4.006077486E0
2.687354417E0;-3.679484995E0;-8.517931402E-1;1.328957512E0;4.003784391E0
2.697338000E0;-3.793974062E0;-6.142266154E-1;1.209667296E0;4.029244158E0
2.707322000E0;-3.613125529E0;-1.309121418E-1;1.223702807E0;3.816970348E0
2.717306000E0;-3.306747217E0;2.824883437E-1;1.107963020E0;3.498851079E0
2.727290000E0;-3.039054083E0;1.670081735E-2;1.063720648E0;3.219880471E0
2.737274000E0;-2.893850761E0;-6.422692770E-1;1.192246394E0;3.195048281E0
2.747258000E0;-2.926086461E0;-1.568278202E0;1.152186828E0;3.514116245E0
2.757242000E0;-2.723036050E0;-2.123509920E0;1.018669167E0;3.600264793E0
2.767227000E0;-2.311767460E0;-2.261474388E0;1.148811815E0;3.431953348E0
2.777211000E0;-1.986977434E0;-2.128118110E0;1.275371289E0;3.178606289E0
2.787195000E0;-1.718305476E0;-1.832954172E0;1.201408689E0;2.784901712E0
2.797179000E0;-1.114238983E0;-1.534114090E0;9.596228135E-1;2.125067175E0
2.807163000E0;-6.524726683E-1;-1.013399071E0;9.880975842E-1;1.558536203E0
2.817147000E0;-7.308434844E-2;-6.140669864E-1;1.161722540E0;1.316061870E0
2.827131000E0;6.267127597E-1;-3.159601450E-1;9.862954724E-1;1.210528172E0
2.837115000E0;1.086731341E0;2.518518573E-1;9.181029776E-1;1.444758611E0
2.847099000E0;1.368986966E0;1.029011137E0;8.860964155E-1;1.928252082E0
2.857083000E0;1.805282224E0;1.470410430E0;6.104750419E-1;2.407037706E0
2.867067000E0;2.438410549E0;1.903669814E0;5.731546763E-1;3.146158141E0
2.877052000E0;2.837428054E0;1.994829075E0;3.746673596E-1;3.488655419E0
2.887036000E0;2.982743642E0;2.101848909E0;3.551692343E-1;3.666152432E0
2.897020000E0;2.872565142E0;2.465645710E0;2.058097118E-1;3.791226306E0
2.907004000E0;2.705905463E0;2.509007492E0;-6.911351343E-2;3.690774938E0
2.916988000E0;2.741096930E0;2.308439809E0;-4.800154746E-1;3.615649539E0
2.926972000E0;2.925327492E0;1.870206783E0;-7.825767249E-1;3.559162919E0
2.936956000E0;3.147429886E0;1.610070006E0;-8.561826450E-1;3.637538870E0
2.946940000E0;3.358872805E0;1.431953877E0;-1.070164425E0;3.804966534E0
2.956924000E0;3.689436371E0;1.105538911E0;-9.186566359E-1;3.959556419E0
2.966909000E0;3.843520444E0;1.276362977E0;-9.034714899E-1;4.149459312E0
2.976893000E0;3.656594315E0;1.922865053E0;-7.497223896E-1;4.198830273E0
2.986877000E0;3.094203851E0;2.422386255E0;-4.517529577E-1;3.955519356E0
2.996861000E0;2.480827421E0;2.538520728E0;-5.010408926E-1;3.584638637E0
3.006845000E0;1.730347817E0;2.364112903E0;-1.923704531E-1;2.936007456E0
3.016829000E0;1.182560774E0;1.690275094E0;3.586553442E-1;2.093827484E0
3.026813000E0;7.932712823E-1;1.099154921E0;5.059455371E-1;1.446859272E0
3.036797000E0;6.192739320E-1;7.519121718E-1;6.583438575E-1;1.175707766E0
3.046782000E0;5.434033853E-1;3.877575213E-1;5.718635380E-1;8.790170878E-1
3.056766000E0;4.658336377E-1;-1.413763189E-1;4.965315199E-1;6.953645029E-1
3.066750000E0;-8.324271619E-2;-4.460413975E-1;5.840058661E-1;7.395573876E-1
3.076734000E0;-7.690334040E-1;-7.994664073E-1;6.772116530E-1;1.299682475E0
3.086718000E0;-1.385969619E0;-6.870291281E-1;7.506246150E-1;1.719406328E0
3.096702000E0;-1.870772209E0;-2.232694978E-1;5.818915129E-1;1.971860964E0
3.106686000E0;-2.266154500E0;3.055193567E-1;1.414815505E-1;2.291029315E0
3.116670000E0;-2.731140291E0;5.451604736E-1;1.346473614E-1;2.788271354E0
3.126655000E0;-3.234061064E0;1.839539891E-1;5.054451982E-2;3.239682821E0
3.136639000E0;-3.398535638E0;-1.049312085E-1;2.894024570E-2;3.400278310E0
3.146623000E0;-3.423563476E0;-4.632965308E-1;-2.833771205E-1;3.466371754E0
3.156607000E0;-3.400486270E0;-9.171463001E-1;-2.225532138E-1;3.529021697E0
